rank|album_id|song_id|song_title|artist_name|artist_id
1|34891|528529|My Name|보아 (BoA)|2165
2|34789|527016|고마웠다고...|팀|33614
3|34977|530043|너의 곁으로|조성모|969
4|35054|531006|열정|SE7EN|33513
5|34866|528185|내가 눈을 감는 이유|태빈|3893
6|34747|526407|그녀가 웃잖아....|김형중|5247
7|34703|525682|제주도의 푸른 밤|성시경|3305
8|34958|529683|Feeling|김종국|1692
9|35122|532116|아가씨와 건달들|쿨 (COOL)|100004
10|34822|527575|발작 (發作)|원티드|55255
11|34671|525066|Sweety|클래지콰이|107725
12|35052|530958|긴 하루|이승철|1010
13|34995|530234|Honeymoon|유엔|100737
14|34289|519620|...사랑했잖아...|린|8530
15|43095|606317|넥스트||100149
16|34967|529850|The Way U Are|동방신기 (TVXQ!)|108316
17|35074|531429|언제라도|박화요비|2017
18|34937|529637|따라해 봐|이정현|3895
19|34573|523766|가슴에 지는 태양|김범수|6502
20|40482|602285|Ring My Bell (Feat. 나얼 Of Brown Eyed Soul)|다이나믹 듀오|108358
21|34719|525938|멈추지 말아요|이현우|1176
22|42673|606079|시간을 찾아서 (Feat. 이적)|김진표|1136
23|40469|621632|그댄 달라요|한예슬|57787
24|399659|1944402|사랑하길 정말 잘했어요|SG 워너비|108363
25|35095|531748|순간을 믿어요|언니네 이발관|101111
26|42480|1033779|대한건아 만세|엔알지 (NRG)|100010
27|34795|527136|My Friend (Radio Edit)|디기리|1731
28|33828|510419|哀心歌 (애심가)|신승훈|25
29|34606|524216|물고기자리|이안|57358
30|34486|522845|180˚ (Feat. 인태 & Supasize)|MC몽|11538
31|34117|516205|욕심쟁이 (duet with 이소은)|김동률|925
32|34419|521718|벌써 이렇게|쿨 (COOL)|100004
33|34499|523088|인연|이승철|1010
34|346965|1590296|종이 비행기 (A Soaring For Dream)|문희준|1583
35|34158|517389|그리고|한경일|8314
36|33053|492857|다 괜찮아요|리사|48312
37|34987|530163|Hot Mail (여름편지)|SMTOWN|160072
38|34231|518619|친구여 (Feat. 인순이)|조pd (ZoPD)|2071
40|346909|1589039|여기보다 어딘가에|하림|6706
41|34267|519287|Together|코요태|100022
42|34141|517087|사랑은 (Song 정인)|리쌍|103289
43|33691|507875|My Little Princess (있잖아요...)|동방신기 (TVXQ!)|108316
44|34362|521067|Dream Come True|고유진 (플라워)|4172
45|34418|521704|그곳에 서서|박효신|1191
46|34283|519558|I'm Sorry|파이브 (F-IV)|103326
47|40442|602443|Knockin Heaven's Door|유미|9956
48|33791|509599|Heffy End|서태지|1868
49|34481|522764|약속|이지훈|1123
50|470451|2025252|Why|테이|51893
