rank|album_id|song_id|song_title|artist_name|artist_id
1|10331947|32061975|어떻게 이별까지 사랑하겠어, 널 사랑하는 거지|AKMU (악뮤)|712452
2|10320500|32003395|흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야|장범준|648551
3|10331499|32059630|조금 취했어 (Prod. 2soo)|임재현|2087273
4|10335933|32081871|허전해|폴킴|752425
5|10327581|32038651|워커홀릭|볼빨간사춘기|792022
6|10317137|31984204|안녕|폴킴|752425
7|10294603|31853557|오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)|마크툽 (MAKTUB)|566431
8|10326710|32034629|사랑이란 멜로는 없어|전상근|979724
9|10267986|31703498|시든 꽃에 물을 주듯|HYNN (박혜원)|1229685
10|10325945|32031043|가을밤 떠난 너|케이시 (Kassy)|858125
11|10336518|32085144|있어줘요|장덕철|829211
12|10283614|31788850|니 소식|송하예|722098
13|10314289|31967064|기억해줘요 내 모든 날과 그때를|거미 (GUMMY)|30358
14|10331167|32057802|Feel Special|TWICE (트와이스)|905701
15|10298014|31873020|포장마차|황인욱|1865473
16|10329447|32048693|가끔 이러다|펀치 (Punch)|749640
17|10325421|32028531|헤어지자 (Prod. 정키)|휘인 (Whee In)|756533
18|10137250|31029291|2002|Anne-Marie|870307
19|10309213|31938460|그대라는 시|태연 (TAEYEON)|236797
20|10297571|31870517|술이 문제야|장혜진|5675
21|10207131|31324607|사랑에 연습이 있었다면 (Prod. 2soo)|임재현|2087273
22|10334254|32073454|우리 어떻게 할까요|첸 (CHEN)|715176
23|10298832|31877297|Señorita|Shawn Mendes|776533
24|10290621|31829536|사랑이 식었다고 말해도 돼|먼데이 키즈 (Monday Kiz)|175155
25|10333851|32071685|천둥벌거숭이 (Feat. Jvcki Wai, 염따)|지코 (ZICO)|602056
26|10267565|31701428|bad guy|Billie Eilish|1239008
27|10149492|30962526|모든 날, 모든 순간 (Every day, Every Moment)|폴킴|752425
28|10302879|31901475|헤어져줘서 고마워|벤|655051
29|10333851|32071687|사람|지코 (ZICO)|602056
30|10318623|31993173|Done For Me|펀치 (Punch)|749640
31|10316828|31983112|내 목소리 들리니|벤|655051
32|10294820|31854689|BAND|창모 (CHANGMO)|774900
33|10273641|31737197|작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)|방탄소년단|672375
34|10331947|32061976|달|AKMU (악뮤)|712452
35|10309152|31938046|나의 어깨에 기대어요|10CM|468244
36|10288448|31815967|"Speechless (Full) (From ""Aladdin""/Soundtrack Version)"|Naomi Scott|541364
37|10324004|32021744|다시 만날까 봐|V.O.S|108794
38|10311752|31952592|내 맘을 볼 수 있나요|헤이즈 (Heize)|751611
39|10322222|32012356|날라리 (LALALAY)|선미|22938
40|10294763|31854442|솔직하게 말해서 나|김나영|735094
41|10217134|31388145|너를 만나|폴킴|752425
42|10321104|32006650|벗|닐로(Nilo)|896096
43|10265079|31688205|사계 (Four Seasons)|태연 (TAEYEON)|236797
44|10335543|32080223|이별행동|이우|2400004
45|10286309|31804010|너에게 못했던 내 마지막 말은|다비치|236815
46|10237420|31524320|그때가 좋았어|케이시 (Kassy)|858125
47|10264375|31684636|노래방에서|장범준|648551
48|10322578|32014102|나빠(NAPPA)|Crush|674710
49|10312251|31955739|ICY|ITZY (있지)|2622030
50|10209752|31341518|Paris in the Rain|Lauv|1956543
