rank|album_id|song_id|song_title|artist_name|artist_id
1|11404142|37145732|Love wins all|아이유|261143
2|11372896|37003911|To. X|태연 (TAEYEON)|236797
3|11376816|37023625|비의 랩소디|임재현|2087273
4|11352904|36910957|Perfect Night|LE SSERAFIM (르세라핌)|3092950
5|11382987|37053556|에피소드|이무진|2138620
6|11394065|37098744|Love 119|RIIZE|3478478
7|11362544|36956630|Drama|aespa|2899555
8|11305759|36699489|그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection))|너드커넥션 (Nerd Connection)|2243398
9|11227533|36382580|헤어지자 말해요|박재정|738480
10|10821699|34451383|인사|범진|2189803
11|11286070|36617841|Seven (feat. Latto) - Clean Ver.|정국|725987
12|11211297|36356993|I AM|IVE (아이브)|3055146
13|11333459|36871671|Baddie|IVE (아이브)|3055146
14|11309832|36717264|Get A Guitar|RIIZE|3478478
15|11309190|36713849|Love Lee|AKMU (악뮤)|712452
16|11402655|37138471|Wife|(여자)아이들|2137482
17|2232505|4446485|너의 모든 순간|성시경|3305
18|11339556|36852553|You & Me|제니 (JENNIE)|995173
19|11285867|36616378|사막에서 꽃을 피우듯|우디 (Woody)|673033
20|2219671|4352438|첫 눈|EXO|724619
21|11356868|36930793|MANIAC|VIVIZ (비비지)|2970177
22|11309190|36713850|후라이의 꿈|AKMU (악뮤)|712452
23|11281456|36599950|Super Shy|NewJeans|3114174
24|11280645|36595401|잘 지내자, 우리 (여름날 우리 X 로이킴)|로이킴|699632
25|11127145|35945927|Ditto|NewJeans|3114174
26|11240232|36430773|퀸카 (Queencard)|(여자)아이들|2137482
27|10735654|34061322|사랑은 늘 도망가|임영웅|994944
28|11011565|35454426|Hype Boy|NewJeans|3114174
29|11385577|37064763|꿈|태연 (TAEYEON)|236797
30|11281456|36635522|ETA|NewJeans|3114174
31|10871162|34657844|사랑인가 봐|멜로망스|839732
32|10036099|30232719|예뻤어|DAY6 (데이식스)|894864
33|10331947|32061975|어떻게 이별까지 사랑하겠어, 널 사랑하는 거지|AKMU (악뮤)|712452
34|11358100|36936167|Standing Next to You|정국|725987
35|10903868|34819473|사건의 지평선|윤하 (YOUNHA)|203912
36|11215072|36334401|사랑하지 않아서 그랬어|임한별|471741
37|11382496|37051616|사랑할 수밖에|볼빨간사춘기|792022
38|11323044|36778869|별 떨어진다 (I Do)|도경수(D.O.)|672853
39|11345655|36877939|Discord|QWER|3610529
40|11236264|36416114|Spicy|aespa|2899555
41|11154218|36062335|그대가 내 안에 박혔다(그내박)|순순희(기태)|2136898
42|11180278|36180700|심(心)|DK(디셈버)|524801
43|11402655|37138464|Super Lady|(여자)아이들|2137482
44|10816959|34431086|취중고백|김민석|839736
45|11211297|36318125|Kitsch|IVE (아이브)|3055146
46|10307346|31927275|한 페이지가 될 수 있게|DAY6 (데이식스)|894864
47|10844485|35640751|I Don't Think That I Like Her|Charlie Puth|838654
48|11348980|36892797|음악의 신|세븐틴 (SEVENTEEN)|861436
49|10909179|34847378|LOVE DIVE|IVE (아이브)|3055146
50|11234678|36411344|이브, 프시케 그리고 푸른 수염의 아내|LE SSERAFIM (르세라핌)|3092950
