rank|album_id|song_id|song_title|artist_name|artist_id
1|35054|531006|열정|SE7EN|33513
2|34977|530043|너의 곁으로|조성모|969
3|35052|530958|긴 하루|이승철|1010
4|34891|528529|My Name|보아 (BoA)|2165
5|35122|532116|아가씨와 건달들|쿨 (COOL)|100004
6|34789|527016|고마웠다고...|팀|33614
7|34747|526407|그녀가 웃잖아....|김형중|5247
8|34866|528185|내가 눈을 감는 이유|태빈|3893
9|34671|525066|Sweety|클래지콰이|107725
10|34967|529850|The Way U Are|동방신기 (TVXQ!)|108316
11|34289|519620|...사랑했잖아...|린|8530
12|34703|525687|향기로운 추억|성시경|3305
13|34958|529683|Feeling|김종국|1692
14|34995|530234|Honeymoon|유엔|100737
15|34267|519287|Together|코요태|100022
16|35085|531607|예감 좋은 날|럼블피쉬|108951
17|34984|530122|내 여자라니까|이승기|58793
18|34573|523766|가슴에 지는 태양|김범수|6502
19|34937|529637|따라해 봐|이정현|3895
20|35095|531748|순간을 믿어요|언니네 이발관|101111
21|35123|532165|고백|이수훈|58324
22|43095|606317|넥스트||100149
23|35084|531594|나를 봐|이정(J.Lee)|39256
24|34987|530163|Hot Mail (여름편지)|SMTOWN|160072
25|34822|527575|발작 (發作)|원티드|55255
26|40482|602285|Ring My Bell (Feat. 나얼 Of Brown Eyed Soul)|다이나믹 듀오|108358
27|40469|621632|그댄 달라요|한예슬|57787
28|399659|1944402|사랑하길 정말 잘했어요|SG 워너비|108363
29|35074|531429|언제라도|박화요비|2017
30|34606|524216|물고기자리|이안|57358
31|34486|522845|180˚ (Feat. 인태 & Supasize)|MC몽|11538
32|42480|606250|롤리박|엔알지 (NRG)|100010
33|34719|525938|멈추지 말아요|이현우|1176
34|42673|606079|시간을 찾아서 (Feat. 이적)|김진표|1136
35|34795|527136|My Friend (Radio Edit)|디기리|1731
36|34117|516205|욕심쟁이 (duet with 이소은)|김동률|925
37|33828|510419|哀心歌 (애심가)|신승훈|25
38|34231|518619|친구여 (Feat. 인순이)|조pd (ZoPD)|2071
39|34158|517389|그리고|한경일|8314
40|34419|521718|벌써 이렇게|쿨 (COOL)|100004
41|35207|533412|평화의 날|에픽하이 (EPIK HIGH)|108356
42|346965|1590296|종이 비행기 (A Soaring For Dream)|문희준|1583
43|33691|507875|My Little Princess (있잖아요...)|동방신기 (TVXQ!)|108316
44|34362|521067|Dream Come True|고유진 (플라워)|4172
45|34499|523088|인연|이승철|1010
46|34418|521704|그곳에 서서|박효신|1191
47|346909|1589039|여기보다 어딘가에|하림|6706
48|33053|492857|다 괜찮아요|리사|48312
50|34141|517087|사랑은 (Song 정인)|리쌍|103289
