rank|album_id|song_id|song_title|artist_name|artist_id
1|10205805|31316695|하루도 그대를 사랑하지 않은 적이 없었다|임창정|1142
2|10208358|31331745|이별길 (GOODBYE ROAD)|iKON|895741
3|10205438|31314142|우리 그만하자|로이킴|699632
4|10203500|31302310|헤어지는 중|펀치 (Punch)|749640
5|10200838|31286161|사이렌 (Siren)|선미|22938
6|10179508|31151836|Way Back Home|숀 (SHAUN)|510242
7|10149492|30962526|모든 날, 모든 순간 (Every day, Every Moment)|폴킴|752425
8|10164839|31062863|열애중|벤|655051
9|10208360|31331750|나|박원|41499
10|10189965|31219546|flex (Prod. By 기리보이)|기리보이|585492
11|10197480|31266290|IDOL|방탄소년단|672375
12|10176415|31131273|뚜두뚜두 (DDU-DU DDU-DU)|BLACKPINK|995169
13|10205439|31314144|가을 타나 봐|바이브|160080
14|10183127|31175119|Dance The Night Away|TWICE (트와이스)|905701
15|10191694|31230093|Power Up|Red Velvet (레드벨벳)|780066
16|10106853|30699142|지나오다|닐로(Nilo)|896096
17|10178566|31144690|IndiGO|저스디스 (JUSTHIS)|786499
18|10185416|31189241|너나 해 (Egotistic)|마마무 (Mamamoo)|750053
19|10197480|31266289|I'm Fine|방탄소년단|672375
20|10170069|31093710|여행|볼빨간사춘기|792022
21|10168559|31085237|FAKE LOVE|방탄소년단|672375
22|10137574|30884950|그때 헤어지면 돼|로이킴|699632
23|10187129|31199873|셋 셀테니 (1, 2, 3!)|승리|403841
24|10189402|31215747|SoulMate (Feat. 아이유)|지코 (ZICO)|602056
25|10181013|31161280|1도 없어|Apink (에이핑크)|534360
26|10194362|31246870|한(一)|(여자)아이들|2137482
27|2692501|8235260|비|폴킴|752425
28|10181438|31164090|동화|멜로망스|839732
29|10123639|30809895|미안해|양다일|695994
30|10196980|31263577|매트리스|10CM|468244
31|10176415|31131274|Forever Young|BLACKPINK|995169
32|10102177|30669593|가을 안부|먼데이 키즈 (Monday Kiz)|175155
33|10132945|30859584|사랑을 했다 (LOVE SCENARIO)|iKON|895741
34|10197480|31266282|Euphoria|방탄소년단|672375
35|10115186|30755375|그날처럼|장덕철|829211
36|10160487|31035061|주지마|로꼬|688432
37|10203965|31304766|이별하러 가는 길|임한별|471741
38|10199959|31280273|YOUNG|백현 (BAEKHYUN)|672859
39|10168559|31085238|전하지 못한 진심 (Feat. Steve Aoki)|방탄소년단|672375
40|10037969|30244931|봄날|방탄소년단|672375
41|10190854|31224316|죽겠다 (KILLING ME)|iKON|895741
42|10078176|30514366|선물|멜로망스|839732
43|10131018|30849733|You|멜로망스|839732
44|10175106|31133898|너 없인 안 된다|비투비|647971
45|2710553|9642570|넋두리|닐로(Nilo)|896096
46|10047890|30314784|밤편지|아이유|261143
47|10191294|31227367|좋은 날|멜로망스|839732
48|10201272|31288765|몰랐니 (Lil' Touch)|소녀시대-Oh!GG|2296946
49|2675179|8111603|HandClap|Fitz & The Tantrums|750471
50|10097112|30637982|DNA|방탄소년단|672375
