rank|album_id|song_id|song_title|artist_name|artist_id
1|10320500|32003395|흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야|장범준|648551
2|10331947|32061975|어떻게 이별까지 사랑하겠어, 널 사랑하는 거지|AKMU (악뮤)|712452
3|10327581|32038651|워커홀릭|볼빨간사춘기|792022
4|10317137|31984204|안녕|폴킴|752425
5|10331499|32059630|조금 취했어 (Prod. 2soo)|임재현|2087273
6|10329447|32048693|가끔 이러다|펀치 (Punch)|749640
7|10325945|32031043|가을밤 떠난 너|케이시 (Kassy)|858125
8|10294603|31853557|오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)|마크툽 (MAKTUB)|566431
9|10267986|31703498|시든 꽃에 물을 주듯|HYNN (박혜원)|1229685
10|10325421|32028531|헤어지자 (Prod. 정키)|휘인 (Whee In)|756533
11|10314289|31967064|기억해줘요 내 모든 날과 그때를|거미 (GUMMY)|30358
12|10331167|32057802|Feel Special|TWICE (트와이스)|905701
13|10298014|31873020|포장마차|황인욱|1865473
14|10283614|31788850|니 소식|송하예|722098
15|10326710|32034629|사랑이란 멜로는 없어|전상근|979724
16|10309213|31938460|그대라는 시|태연 (TAEYEON)|236797
17|10297571|31870517|술이 문제야|장혜진|5675
18|10137250|31029291|2002|Anne-Marie|870307
19|10207131|31324607|사랑에 연습이 있었다면 (Prod. 2soo)|임재현|2087273
20|10318623|31993173|Done For Me|펀치 (Punch)|749640
21|10290621|31829536|사랑이 식었다고 말해도 돼|먼데이 키즈 (Monday Kiz)|175155
22|10316828|31983112|내 목소리 들리니|벤|655051
23|10331947|32061976|달|AKMU (악뮤)|712452
24|10298832|31877297|Señorita|Shawn Mendes|776533
25|10302879|31901475|헤어져줘서 고마워|벤|655051
26|10322222|32012356|날라리 (LALALAY)|선미|22938
27|10267565|31701428|bad guy|Billie Eilish|1239008
28|10309152|31938046|나의 어깨에 기대어요|10CM|468244
29|10311752|31952592|내 맘을 볼 수 있나요|헤이즈 (Heize)|751611
30|10149492|30962526|모든 날, 모든 순간 (Every day, Every Moment)|폴킴|752425
31|10322578|32014102|나빠(NAPPA)|Crush|674710
32|10273641|31737197|작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)|방탄소년단|672375
33|10294820|31854689|BAND|창모 (CHANGMO)|774900
34|10288448|31815967|"Speechless (Full) (From ""Aladdin""/Soundtrack Version)"|Naomi Scott|541364
35|10294763|31854442|솔직하게 말해서 나|김나영|735094
36|10321104|32006650|벗|닐로(Nilo)|896096
37|10324004|32021744|다시 만날까 봐|V.O.S|108794
38|10312251|31955739|ICY|ITZY (있지)|2622030
39|10331095|32057588|나만 아픈 일|이해리 (다비치)|259769
40|10217134|31388145|너를 만나|폴킴|752425
41|10331947|32061977|FREEDOM|AKMU (악뮤)|712452
42|10286309|31804010|너에게 못했던 내 마지막 말은|다비치|236815
43|10237420|31524320|그때가 좋았어|케이시 (Kassy)|858125
44|10305070|31914848|인사|멜로망스|839732
45|10331947|32061974|물 만난 물고기|AKMU (악뮤)|712452
46|10331947|32061973|뱃노래|AKMU (악뮤)|712452
47|10264375|31684636|노래방에서|장범준|648551
48|10306744|31924110|Another Day|먼데이 키즈 (Monday Kiz)|175155
49|10265079|31688205|사계 (Four Seasons)|태연 (TAEYEON)|236797
50|10299371|31879867|Snapping|청하|968265
